"day","shipping_city","shipping_province","traffic_source","host","referrer","order_count","total_sales","Company.ID"
"5/14/2015","San Francisco","California","Direct","standdesk.co","standdesk.co",1,5888.84,"ID4984"
"5/14/2015","San Francisco","California","Search Engine","google.com","www.google.com",1,2788.41,"ID2155"
"5/14/2015","Akron","Ohio","Direct",NA,NA,1,538.98,"ID1998"
"5/15/2015","San Diego","California","Direct",NA,NA,1,918.94,"ID1898"
"5/15/2015","Santa Monica","California","Direct",NA,NA,1,1507.54,"ID1409"
"5/15/2015","Los Angeles","California","Direct",NA,NA,1,508.99,"ID1606"
"5/15/2015","Mountain View","California","Direct",NA,NA,1,1357.04,"ID3069"
"5/15/2015","Oakland","California","Direct",NA,NA,1,770.21,"ID3227"
"5/15/2015","New York City","New York","Search Engine","google.com","www.google.com",1,719.3,"ID2612"
"5/16/2015","Chicago","Illinois","Unknown","officesnapshots.com","officesnapshots.com/2012/08/24/7-adjustable-height-desks-that-wont-betray-and-kill-you",1,714.72,"ID1080"
"5/16/2015","Marshall","California","Search Engine","google.com","www.google.com",1,838.87,"ID1955"
"5/17/2015","Los Angeles","California","Social","pinterest.com","www.pinterest.com",1,710.41,"ID5217"
"5/18/2015","Broken Arrow","Oklahoma","Search Engine","google.com","www.google.com",1,1280.69,"ID3974"
"5/18/2015","Austin","Texas","Direct",NA,NA,1,825.57,"ID1115"
"5/18/2015","Portland","Oregon","Direct",NA,NA,1,1520.66,"ID2564"
"5/19/2015","Ogdensburg","New York","Direct",NA,NA,1,926.9,"ID1328"
"5/19/2015","San Francisco","California","Direct",NA,NA,1,2998.73,"ID2532"
"5/19/2015","Amarillo","Texas","Direct",NA,NA,1,297,"ID3343"
"5/19/2015","Los Angeles","California","Direct",NA,NA,1,748.96,"ID4961"
"5/19/2015","San Francisco","California","Direct",NA,NA,1,632.9,"ID4752"
"5/19/2015","Austin","Texas","Direct",NA,NA,1,2072.6,"ID5187"
"5/19/2015","Agoura Hills","California","Search Engine","google.com","www.google.com",1,201.43,"ID4125"
"5/20/2015","Los Angeles","California","Search Engine","google.com","www.google.com",1,455.68,"ID3073"
"5/20/2015","Lansdale","Pennsylvania","Direct",NA,NA,1,454.43,"ID2733"
"5/20/2015","New York City","New York","Direct",NA,NA,1,4073.76,"ID5260"
"5/20/2015","Santa Cruz","California","Search Engine","google.com","www.google.com/url",1,450.73,"ID5261"
"5/20/2015","Nantucket","Massachusetts","Search Engine","google.com","www.google.com",1,956.9,"ID1132"
"5/20/2015","Oklahoma City","Oklahoma","Direct",NA,NA,1,762.45,"ID5263"
"5/20/2015","Bountiful","Utah","Search Engine","google.com","www.google.com/url",1,1690.78,"ID5216"
"5/20/2015","Longmont","Colorado","Direct","standdesk.co","standdesk.co/products/stand-desk",1,685.32,"ID2804"
"5/21/2015","Dallas","Texas","Search Engine","google.com","www.google.com/url",1,446.59,"ID2233"
"5/21/2015","Madison","Wisconsin","Direct",NA,NA,1,817.6,"ID5218"
"5/21/2015","Los Angeles","California","Direct",NA,NA,1,1529.15,"ID4152"
"5/21/2015","Berkeley","California","Direct",NA,NA,1,1978.54,"ID1886"
"5/21/2015","Portland","Oregon","Search Engine","google.com","www.google.com/url",1,243.78,"ID4990"
"5/21/2015","American Fork","Utah","Direct",NA,NA,1,196.93,"ID2491"
"5/21/2015","Redondo Beach","California","Direct",NA,NA,1,832.36,"ID4479"
"5/22/2015","San Diego","California","Search Engine","google.com","www.google.com",1,983.79,"ID2803"
"5/22/2015","Portland","Oregon","Search Engine","google.com","www.google.com/url",1,667.93,"ID3528"
"5/22/2015","Beverly Hills","California","Search Engine","google.com","www.google.com/url",1,764.15,"ID3530"
"5/22/2015","New York City","New York","Direct",NA,NA,1,79.98,"ID2007"
"5/22/2015","Woodstock","Georgia","Direct","standdesk.co","standdesk.co",1,828.5,"ID1564"
"5/22/2015","Reston","Virginia","Search Engine","google.com","www.google.com/url",1,939.59,"ID1853"
"5/22/2015","Boston","Massachusetts","Search Engine","google.com","www.google.com",1,649.3,"ID3764"
"5/26/2015","Minneapolis","Minnesota","Direct",NA,NA,1,1560.8,"ID3529"
"5/26/2015","Seattle","Washington","Search Engine","google.com","www.google.com/url",1,612.63,"ID3332"
"5/26/2015","Temecula","California","Search Engine","google.com","www.google.com/url",1,6569.04,"ID2271"
"5/26/2015","Albuquerque","New Mexico","Search Engine","google.com","www.google.com/url",1,732.61,"ID2234"
"5/27/2015","Dallas","Texas","Direct",NA,NA,1,63.38,"ID3571"
"5/27/2015","Santa Monica","California","Direct",NA,NA,1,900.57,"ID4120"
"5/27/2015","La Crosse","Wisconsin","Direct",NA,NA,1,760.33,"ID5021"
"5/27/2015","Grand Rapids","Michigan","Direct","standdesk.co","standdesk.co",1,789.44,"ID3072"
"5/27/2015","Denver","Colorado","Direct",NA,NA,1,434.5,"ID4043"
"5/27/2015","Kernville","California","Search Engine","google.com","www.google.com/url",1,775.08,"ID3572"
"5/28/2015","Aliso Viejo","California","Direct",NA,NA,1,2702.28,"ID4436"
"5/28/2015","Frisco","Texas","Search Engine","google.com","www.google.com",1,1869.89,"ID1692"
"5/28/2015","Los Angeles","California","Direct",NA,NA,1,635.17,"ID4480"
"5/28/2015","Mountain View","California","Direct",NA,NA,1,712.84,"ID4423"
"5/29/2015","Greenbelt","Maryland","Direct",NA,NA,1,1029.72,"ID3111"
"5/29/2015","San Francisco","California","Search Engine","google.com","www.google.com",1,450.99,"ID4627"
"5/29/2015","Boulder","Colorado","Direct",NA,NA,1,541.06,"ID3848"
"5/29/2015","Colorado Springs","Colorado","Direct",NA,NA,1,857.04,"ID3070"
"5/29/2015","San Francisco","California","Direct",NA,NA,1,623.54,"ID5022"
"5/29/2015","Colorado Springs","Colorado","Unknown","duckduckgo.com","duckduckgo.com",1,548.69,"ID3974"
"5/29/2015","San Diego","California","Direct",NA,NA,1,748.11,"ID4123"
"5/29/2015","New York City","New York","Direct",NA,NA,1,897.37,"ID4363"
"5/29/2015","Torrance","California","Direct",NA,NA,1,818.25,"ID4479"
"5/30/2015","San Francisco","California","Direct",NA,NA,1,894.31,"ID1693"
"6/1/2015","New York City","New York","Direct",NA,NA,1,694.04,"ID5260"
"6/1/2015","Boulder","Colorado","Direct","standdesk.co","standdesk.co",1,484.3,"ID2008"
"6/1/2015","Boston","Massachusetts","Direct",NA,NA,1,600.06,"ID2489"
"6/1/2015","New York City","New York","Direct","standdesk.co","standdesk.co/products/stand-desk",1,2830.45,"ID1079"
"6/1/2015","Broken Arrow","Oklahoma","Search Engine","google.com","www.google.com",1,124.11,"ID3974"
"6/2/2015","Pawtucket","Rhode Island","Direct",NA,NA,1,755.64,"ID5258"
"6/2/2015","Athens","Georgia","Direct",NA,NA,1,809.82,"ID2280"
"6/2/2015","Lansdale","Pennsylvania","Direct",NA,NA,1,63.32,"ID2733"
"6/2/2015","Hoboken","New Jersey","Direct","standdesk.co","standdesk.co/pages/faq",1,943.09,"ID2801"
"6/2/2015","Van Nuys","California","Direct",NA,NA,1,672.31,"ID5025"
"6/3/2015","Burbank","California","Direct",NA,NA,1,1044.52,"ID2490"
"6/3/2015","San Francisco","California","Unknown","officesnapshots.com","officesnapshots.com/2012/08/24/7-adjustable-height-desks-that-wont-betray-and-kill-you",1,556.64,"ID2227"
"6/3/2015","Castleton On Hudson","New York","Search Engine","google.com","www.google.com",1,669.33,"ID3226"
"6/3/2015","Grapevine","Texas","Direct","standdesk.co","standdesk.co/cart",1,2282.98,"ID2214"
"6/3/2015","San Francisco","California","Direct",NA,NA,1,25449.5,"ID1407"
"6/3/2015","Seattle","Washington","Direct",NA,NA,1,2214.14,"ID4979"
"6/3/2015","San Francisco","California","Direct",NA,NA,1,374.84,"ID4705"
"6/3/2015","Fort Bragg","California","Direct",NA,NA,1,444.53,"ID1691"
"6/3/2015","Boston","Massachusetts","Unknown","officesnapshots.com","officesnapshots.com/2012/08/24/7-adjustable-height-desks-that-wont-betray-and-kill-you",1,440.08,"ID2227"
"6/3/2015","Scotts Valley","California","Search Engine","google.com","www.google.com",1,5885.52,"ID4082"
"6/3/2015","Memphis","Tennessee","Direct",NA,NA,1,648.98,"ID3847"
"6/4/2015","Ogden","Utah","Search Engine","google.com","www.google.com",1,815.72,"ID3745"
"6/4/2015","New York City","New York","Direct","standdesk.co","standdesk.co/pages/faq",1,575.84,"ID3901"
"6/4/2015","Vancouver","Washington","Direct",NA,NA,1,558.31,"ID1642"
"6/4/2015","Springfield","Illinois","Search Engine","google.com","www.google.com/url",1,432.27,"ID1952"
"6/4/2015","Evanston","Wyoming","Search Engine","bing.com","www.bing.com/search",1,1261.65,"ID4706"
"6/4/2015","Kirkland","Washington","Search Engine","google.com","www.google.com",1,634.71,"ID4166"
"6/4/2015","La Mirada","California","Direct",NA,NA,1,793.32,"ID4421"
"6/4/2015","Oakland","California","Search Engine","google.com","www.google.com",1,5100.04,"ID4422"
"6/4/2015","Bismarck","North Dakota","Search Engine","google.com","www.google.com",1,566.11,"ID4046"
"6/4/2015","San Francisco","California","Search Engine","google.com","www.google.com",1,6914.02,"ID4631"
"6/4/2015","Appleton","Wisconsin","Direct","standdesk.co","standdesk.co",1,866.48,"ID1361"
"6/5/2015","Van Nuys","California","Direct",NA,NA,1,125.34,"ID5025"
"6/5/2015","Saint Louis","Missouri","Search Engine","bing.com","www.bing.com/search",1,754.87,"ID1650"
"6/5/2015","Los Angeles","California","Search Engine","google.com","www.google.com/url",1,706.42,"ID4480"
"6/5/2015","Boulder","Colorado","Direct",NA,NA,1,560.73,"ID2218"
"6/5/2015","Oregon City","Oregon","Direct",NA,NA,1,558.31,"ID4477"
"6/5/2015","Oakland","California","Direct","standdesk.co","standdesk.co/products/stand-desk",1,441.55,"ID4977"
"6/5/2015","Brooklyn","New York","Direct",NA,NA,1,788.57,"ID5020"
"6/5/2015","Kent","Ohio","Direct",NA,NA,1,2986.68,"ID3069"
"6/5/2015","Blue Island","Illinois","Search Engine","aol.com","search.aol.com/aol/search",1,788.57,"ID3895"
"6/5/2015","Portland","Oregon","Direct",NA,NA,1,1898.08,"ID5176"
"6/5/2015","Burbank","California","Direct",NA,NA,1,846.02,"ID5025"
"6/5/2015","Colorado Springs","Colorado","Direct",NA,NA,1,734.74,"ID5016"
"6/6/2015","Gardena","California","Direct",NA,NA,1,562.91,"ID4207"
"6/7/2015","Santa Monica","California","Search Engine","google.com","www.google.com/url",1,761.45,"ID3338"
"6/7/2015","Riverside","California","Direct",NA,NA,1,792.15,"ID1785"
"6/8/2015","Palm City","Florida","Direct",NA,NA,1,689.04,"ID4165"
"6/8/2015","Tyler","Texas","Direct",NA,NA,1,756.15,"ID4478"
"6/8/2015","Metaline Falls","Washington","Search Engine","google.ca","www.google.ca/url",1,660.28,"ID1287"
"6/8/2015","Santa Clara","California","Direct",NA,NA,1,1738.58,"ID1081"
"6/8/2015","Mercer Island","Washington","Search Engine","google.com","www.google.com",1,887.5,"ID3102"
"6/8/2015","Franklin","Tennessee","Direct","standdesk.co","standdesk.co/products",1,714.38,"ID3627"
"6/8/2015","Saint Paul","Minnesota","Direct",NA,NA,1,614.12,"ID4476"
"6/8/2015","Westlake","Ohio","Direct",NA,NA,1,747.09,"ID2232"
"6/8/2015","Seattle","Washington","Search Engine","google.com","www.google.com/url",1,560.73,"ID1546"
"6/8/2015","Saint George","Utah","Search Engine","google.com","www.google.com",1,417.47,"ID3108"
"6/9/2015","Salt Lake City","Utah","Direct",NA,NA,1,691.68,"ID1130"
"6/9/2015","Atlanta","Georgia","Direct",NA,NA,1,3499.24,"ID3609"
"6/9/2015","Madison","Wisconsin","Direct",NA,NA,1,552.03,"ID4038"
"6/9/2015","Jacksonville","Florida","Direct","standdesk.co","standdesk.co",1,469.22,"ID5256"
"6/9/2015","La Crosse","Wisconsin","Direct","standdesk.co","standdesk.co/cart",1,694.65,"ID1953"
"6/10/2015","San Francisco","California","Search Engine","google.com","www.google.com",1,696.78,"ID3030"
"6/10/2015","Olympia","Washington","Direct",NA,NA,1,741.18,"ID3799"
"6/10/2015","San Diego","California","Direct",NA,NA,1,1526.97,"ID3626"
"6/10/2015","Sacramento","California","Search Engine","google.com","www.google.com",1,656.19,"ID4651"
"6/10/2015","Culver City","California","Direct",NA,NA,1,722.58,"ID4334"
"6/10/2015","Palo Alto","California","Search Engine","google.com","www.google.com",1,2383.49,"ID5019"
"6/11/2015","San Mateo","California","Direct",NA,NA,1,593.99,"ID3569"
"6/11/2015","Rochester","New York","Direct",NA,NA,1,489.77,"ID2278"
"6/11/2015","San Francisco","California","Direct",NA,NA,1,578.6,"ID1123"
"6/11/2015","Boise","Idaho","Search Engine","google.com","www.google.com/url",1,682.24,"ID1015"
"6/11/2015","Chicago","Illinois","Direct",NA,NA,1,575.84,"ID3232"
"6/11/2015","San Francisco","California","Direct",NA,NA,1,663.65,"ID4704"
"6/12/2015","San Francisco","California","Direct",NA,NA,1,600.35,"ID1004"
"6/12/2015","Sausalito","California","Direct",NA,NA,1,3199.35,"ID5172"
"6/12/2015","Arlington","Virginia","Search Engine","google.com","www.google.com",1,1852.53,"ID1690"
"6/12/2015","Northfield","Minnesota","Search Engine","google.com","www.google.com/search",1,647.17,"ID5327"
"6/12/2015","San Francisco","California","Direct","standdesk.co","standdesk.co/cart",1,7736.94,"ID4329"
"6/12/2015","Tualatin","Oregon","Direct",NA,NA,1,558.31,"ID1406"
"6/13/2015","Arlington","Virginia","Direct",NA,NA,1,683.8,"ID2876"
"6/13/2015","Reno","Nevada","Direct",NA,NA,1,556.04,"ID3109"
"6/13/2015","San Francisco","California","Unknown","thewirecutter.com","thewirecutter.com/reviews/best-standing-desk",1,633.49,"ID1131"
"6/14/2015","Lubbock","Texas","Search Engine","google.com","www.google.com",1,923.51,"ID3845"
"6/15/2015","Lawrence","Kansas","Direct",NA,NA,1,743.6,"ID2004"
"6/15/2015","New York City","New York","Direct",NA,NA,1,472.19,"ID4363"
"6/15/2015","La Crosse","Wisconsin","Direct","standdesk.co","standdesk.co/cart",1,813.78,"ID5021"
"6/15/2015","Austin","Texas","Search Engine","bing.com","www.bing.com/search",1,703.76,"ID2229"
"6/15/2015","Blaine","Washington","Direct",NA,NA,1,845.19,"ID1956"
"6/15/2015","Salem","Oregon","Direct",NA,NA,1,621.39,"ID3339"
"6/15/2015","San Diego","California","Search Engine","google.com","www.google.com",1,2694.17,"ID3329"
"6/15/2015","Vancouver","Washington","Search Engine","google.com","www.google.com",1,433.22,"ID3974"
"6/15/2015","Eden Prairie","Minnesota","Direct",NA,NA,1,583.64,"ID1405"
"6/15/2015","Broomfield","Colorado","Direct",NA,NA,1,5589.8,"ID1126"
"6/15/2015","Neenah","Wisconsin","Direct",NA,NA,1,914.87,"ID3629"
"6/16/2015","Maywood","New Jersey","Search Engine","google.com","www.google.com",1,747.52,"ID1360"
"6/16/2015","Minneapolis","Minnesota","Direct","standdesk.co","standdesk.co",1,1391.83,"ID2606"
"6/16/2015","Mountain View","California","Direct",NA,NA,1,1590.17,"ID4423"
"6/16/2015","Cincinnati","Ohio","Direct",NA,NA,1,522.62,"ID5015"
"6/16/2015","Costa Mesa","California","Search Engine","google.com","www.google.com/url",1,628.54,"ID2607"
"6/16/2015","Cincinnati","Ohio","Direct",NA,NA,1,3959.9,"ID2602"
"6/17/2015","Charlotte","North Carolina","Search Engine","google.com","www.google.com",1,817.55,"ID4470"
"6/17/2015","Las Vegas","Nevada","Direct",NA,NA,1,710.25,"ID2274"
"6/17/2015","Winter Park","Florida","Search Engine","google.com","www.google.com/url",1,663.3,"ID5255"
"6/18/2015","Jackson","Ohio","Direct",NA,NA,1,1257.96,"ID5014"
"6/18/2015","Alexandria","Virginia","Search Engine","google.com","www.google.com/url",1,868.24,"ID2604"
"6/18/2015","Candler","North Carolina","Direct",NA,NA,1,947.7,"ID5257"
"6/18/2015","Sacramento","California","Direct",NA,NA,1,139.51,"ID4651"
"6/18/2015","Minneapolis","Minnesota","Direct",NA,NA,1,460.62,"ID4750"
"6/18/2015","Saint Paul","Minnesota","Direct",NA,NA,1,285.16,"ID4476"
"6/18/2015","Canton","Georgia","Direct",NA,NA,1,782.97,"ID3337"
"6/18/2015","Saint Louis","Missouri","Direct",NA,NA,1,64.68,"ID1650"
"6/19/2015","San Jose","California","Search Engine","google.com","www.google.com",1,680.28,"ID2559"
"6/19/2015","Nashville","Tennessee","Search Engine","google.com","www.google.com",1,772.64,"ID4703"
"6/19/2015","San Francisco","California","Direct",NA,NA,1,1915.41,"ID4631"
"6/19/2015","Fairfax","Virginia","Direct",NA,NA,1,653.44,"ID3625"
"6/19/2015","Denver","Colorado","Direct",NA,NA,1,1232.81,"ID1856"
"6/19/2015","Houston","Texas","Direct",NA,NA,1,2528.14,"ID2609"
"6/19/2015","San Jose","California","Direct",NA,NA,2,1247.82,"ID4657"
"6/19/2015","Keller","Texas","Direct",NA,NA,1,542.52,"ID5303"
"6/19/2015","Van Nuys","California","Direct",NA,NA,1,65.09,"ID5025"
"6/19/2015","Wild Rose","Wisconsin","Direct",NA,NA,1,536.41,"ID1361"
"6/22/2015","New York City","New York","Direct",NA,NA,1,587.07,"ID1079"
"6/22/2015","San Francisco","California","Direct",NA,NA,1,95.92,"ID4705"
"6/22/2015","Purcellville","Virginia","Direct",NA,NA,1,674.98,"ID4419"
"6/22/2015","Grand Rapids","Michigan","Direct",NA,NA,1,885.91,"ID2488"
"6/23/2015","Tualatin","Oregon","Direct",NA,NA,1,421.24,"ID4420"
"6/23/2015","Saint Paul","Minnesota","Direct",NA,NA,1,1145.5,"ID3489"
"6/23/2015","Tucson","Arizona","Direct",NA,NA,1,568.89,"ID3294"
"6/23/2015","Lincoln","Nebraska","Direct","standdesk.co","standdesk.co",1,432.94,"ID2228"
"6/23/2015","Beverly Hills","California","Direct",NA,NA,1,1528.64,"ID2727"
"6/23/2015","Culver City","California","Direct",NA,NA,1,793.69,"ID4334"
"6/24/2015","Weston","Florida","Direct","standdesk.co","standdesk.co",1,775.2,"ID3066"
"6/24/2015","Spring Lake","Michigan","Direct","standdesk.co","standdesk.co",1,509.3,"ID3296"
"6/24/2015","Seattle","Washington","Direct",NA,NA,1,568.89,"ID1546"
"6/25/2015","Chestnut Hill","Massachusetts","Unknown","officesnapshots.com","officesnapshots.com/2012/08/24/7-adjustable-height-desks-that-wont-betray-and-kill-you",1,708.15,"ID5249"
"6/25/2015","Los Angeles","California","Direct",NA,NA,1,448.13,"ID4387"
"6/25/2015","Washington","District Of Columbia","Direct",NA,NA,1,712.68,"ID4656"
"6/25/2015","Marble Falls","Texas","Direct","standdesk.co","standdesk.co",1,948.42,"ID5006"
"6/25/2015","Fort Lauderdale","Florida","Direct",NA,NA,1,734.24,"ID2558"
"6/25/2015","La Vergne","Tennessee","Direct",NA,NA,1,978.03,"ID3754"
"6/25/2015","Los Angeles","California","Social","facebook.com","www.facebook.com",1,2572.29,"ID4974"
"6/26/2015","Durham","North Carolina","Direct","standdesk.co","standdesk.co/products/stand-desk",1,1529.51,"ID2608"
"6/26/2015","West Palm Beach","Florida","Direct",NA,NA,1,601.09,"ID4702"
"6/29/2015","San Francisco","California","Direct",NA,NA,1,585.76,"ID1078"
"6/29/2015","Portland","Oregon","Direct",NA,NA,1,4417.03,"ID2564"
"6/29/2015","Cape Elizabeth","Maine","Direct",NA,NA,1,885.91,"ID2137"
"6/29/2015","Los Angeles","California","Direct",NA,NA,1,659.65,"ID4117"
"6/30/2015","Austin","Texas","Search Engine","google.com","www.google.com/url",1,42.04,"ID2229"
"6/30/2015","Rhinelander","Wisconsin","Search Engine","google.com","www.google.com",1,893.45,"ID1402"
"6/30/2015","Durham","North Carolina","Direct",NA,NA,1,803.67,"ID3107"
"6/30/2015","Austin","Texas","Unknown","thewirecutter.com","thewirecutter.com/reviews/best-standing-desk",1,887.49,"ID2799"
"7/1/2015","San Francisco","California","Direct",NA,NA,1,95.92,"ID4705"
"7/1/2015","Pullman","Washington","Direct",NA,NA,1,774.62,"ID1009"
"7/1/2015","Beverly Hills","California","Search Engine","google.com","www.google.com",1,658.17,"ID2727"
"7/1/2015","Franklin Park","Illinois","Unknown","thewirecutter.com","thewirecutter.com/reviews/best-standing-desk",1,567.07,"ID3843"
"7/1/2015","Saint Benedict","Oregon","Search Engine","google.com","www.google.com",1,565.98,"ID2605"
"7/1/2015","Dayton","Ohio","Search Engine","google.com","www.google.com",1,446.58,"ID5304"
"7/2/2015","Boston","Massachusetts","Direct","standdesk.co","standdesk.co/products/stand-desk",1,896.78,"ID3106"
"7/2/2015","Denver","Colorado","Direct","standdesk.co","standdesk.co",1,10000,"ID5258"
"7/2/2015","Broken Arrow","Oklahoma","Search Engine","google.com","www.google.com",1,2551.51,"ID3264"
"7/2/2015","New York City","New York","Direct",NA,NA,1,1378.85,"ID1090"
"7/2/2015","Boulder","Colorado","Direct","standdesk.co","standdesk.co",1,642.77,"ID4669"
"7/3/2015","Seattle","Washington","Unknown","duckduckgo.com","duckduckgo.com",1,688.69,"ID1988"
"7/4/2015","Bluffton","South Carolina","Search Engine","google.com","www.google.com",1,764.64,"ID3295"
"7/4/2015","Oakland","California","Direct",NA,NA,1,920.47,"ID2312"
"7/5/2015","Swanton","Vermont","Direct",NA,NA,1,904.94,"ID1129"
"7/5/2015","North Hollywood","California","Search Engine","google.com","www.google.com/url",1,735.64,"ID3623"
"7/5/2015","San Jose","California","Direct",NA,NA,1,601.36,"ID4657"
"7/5/2015","Frostburg","Maryland","Direct","standdesk.co","standdesk.co",1,902.79,"ID1404"
"7/5/2015","Greenville","South Carolina","Search Engine","google.com","www.google.com",1,567.39,"ID4474"
"7/6/2015","Madison","Wisconsin","Search Engine","google.com","www.google.com/url",1,565.22,"ID4038"
"7/6/2015","San Francisco","California","Direct",NA,NA,1,894.91,"ID2762"
"7/6/2015","Muncie","Indiana","Direct","standdesk.co","standdesk.co",1,725.24,"ID3029"
"7/6/2015","New York City","New York","Direct","standdesk.co","standdesk.co",1,630.16,"ID4946"
"7/6/2015","Denver","Colorado","Direct",NA,NA,1,18619.3,"ID5258"
"7/6/2015","San Francisco","California","Direct",NA,NA,1,95.97,"ID4705"
"7/6/2015","Zelienople","Pennsylvania","Search Engine","google.com","www.google.com",1,587.39,"ID1599"
"7/6/2015","Arlington","Virginia","Direct","standdesk.co","standdesk.co",1,630.16,"ID4163"
"7/6/2015","Vassalboro","Maine","Search Engine","google.com","www.google.com",1,637.84,"ID3795"
"7/7/2015","Atlanta","Georgia","Direct",NA,NA,1,446.8,"ID1647"
"7/7/2015","New York City","New York","Direct",NA,NA,1,834.04,"ID4748"
"7/7/2015","Seattle","Washington","Direct",NA,NA,1,427.57,"ID1855"
"7/7/2015","Denver","Colorado","Direct",NA,NA,1,569.12,"ID1600"
"7/7/2015","San Francisco","California","Direct",NA,NA,1,2540.63,"ID4631"
"7/7/2015","San Clemente","California","Direct",NA,NA,1,709.58,"ID1077"
"7/7/2015","Pleasanton","California","Direct",NA,NA,1,601.36,"ID5264"
"7/8/2015",NA,NA,"Direct",NA,NA,1,10709.3,"ID3094"
"7/8/2015",NA,NA,"Direct",NA,NA,1,10709.3,"ID3151"
"7/8/2015",NA,NA,"Direct",NA,NA,1,10709.3,"ID3212"
"7/8/2015",NA,NA,"Direct",NA,NA,1,10709.3,"ID3661"
"7/8/2015",NA,NA,"Direct",NA,NA,1,10709.3,"ID4829"
"7/8/2015","San Diego","California","Direct",NA,NA,1,3231.25,"ID3329"
"7/8/2015","San Francisco","California","Direct","standdesk.co","standdesk.co/pages/contact",1,16405.29,"ID4329"
"7/8/2015","San Luis Obispo","California","Direct",NA,NA,1,664.08,"ID1646"
"7/8/2015","Virginia Beach","Virginia","Direct","standdesk.co","standdesk.co",1,650.16,"ID5301"
"7/9/2015","San Jose","California","Search Engine","google.com","www.google.com/url",1,444.22,"ID1559"
"7/9/2015","Port Saint Lucie","Florida","Search Engine","google.com","www.google.com",1,606.1,"ID3568"
"7/9/2015","Watsonville","California","Direct",NA,NA,1,791.8,"ID3893"
"7/10/2015","Houston","Texas","Direct","standdesk.co","standdesk.co",1,940.33,"ID1047"
"7/10/2015","Albuquerque","New Mexico","Direct",NA,NA,1,2548.5,"ID2142"
"7/10/2015",NA,NA,"Direct",NA,NA,1,2323.27,"ID4382"
"7/10/2015","Columbus","Ohio","Search Engine","google.com","www.google.com/url",1,828.96,"ID2010"
"7/11/2015","Los Angeles","California","Direct","standdesk.co","standdesk.co",1,579.82,"ID3763"
"7/12/2015","Santa Cruz","California","Direct","standdesk.co","standdesk.co/cart",1,713.71,"ID3527"
"7/13/2015","New York City","New York","Direct",NA,NA,1,897.98,"ID2007"
"7/13/2015","San Mateo","California","Direct","standdesk.co","standdesk.co",1,601.36,"ID1018"
"7/13/2015","Chicago","Illinois","Search Engine","google.com","www.google.com",1,694.22,"ID1080"
"7/13/2015","New York City","New York","Direct",NA,NA,1,3026.25,"ID1079"
"7/13/2015","Chicago","Illinois","Direct",NA,NA,1,1759.73,"ID4943"
"7/13/2015","Fort Worth","Texas","Direct",NA,NA,1,824.07,"ID2794"
"7/13/2015","Pawtucket","Rhode Island","Direct",NA,NA,1,639.94,"ID1122"
"7/14/2015","Berkeley","California","Search Engine","google.com","www.google.com/url",1,840.26,"ID2188"
"7/14/2015","Tustin","California","Direct",NA,NA,1,64.49,"ID3797"
"7/14/2015","San Francisco","California","Unknown","werockyourweb.com","www.werockyourweb.com/stand-desk-steven-yu-interview",1,671.07,"ID3293"
"7/14/2015","San Francisco","California","Direct",NA,NA,1,5586,"ID3577"
"7/14/2015","Cambridge","Massachusetts","Direct",NA,NA,1,771.27,"ID1358"
"7/14/2015","San Francisco","California","Unknown","officesnapshots.com","officesnapshots.com/2012/08/24/7-adjustable-height-desks-that-wont-betray-and-kill-you",1,751.55,"ID2557"
"7/14/2015","Costa Mesa","California","Search Engine","google.com","www.google.com/url",1,1456.33,"ID5214"
"7/15/2015","Lansdale","Pennsylvania","Direct",NA,NA,1,446.8,"ID2733"
"7/15/2015","San Francisco","California","Direct",NA,NA,1,416.58,"ID1897"
"7/15/2015","Oxnard","California","Search Engine","google.com","www.google.com/url",1,448.22,"ID2712"
"7/15/2015","Sykesville","Maryland","Search Engine","google.com","www.google.com",1,1823.73,"ID4909"
"7/15/2015","San Francisco","California","Direct",NA,NA,1,607.72,"ID4906"
"7/16/2015","Chicago","Illinois","Search Engine","google.com","www.google.com",1,694.22,"ID3796"
"7/16/2015","Swanton","Vermont","Direct",NA,NA,1,904.94,"ID1129"
"7/16/2015","Stafford","Texas","Direct",NA,NA,1,767.91,"ID4944"
"7/16/2015","Morrisville","North Carolina","Direct",NA,NA,1,7978.49,"ID4622"
"7/17/2015","San Francisco","California","Search Engine","google.com","www.google.com",1,1361.4,"ID4984"
"7/17/2015","Cambria","California","Search Engine","google.com","www.google.com",1,692.21,"ID4625"
"7/17/2015","Zelienople","Pennsylvania","Direct",NA,NA,1,63.02,"ID1599"
"7/20/2015","San Francisco","California","Direct",NA,NA,1,159.98,"ID2762"
"7/20/2015","San Francisco","California","Search Engine","google.com","www.google.com",1,2053.24,"ID4080"
"7/20/2015","San Jose","California","Search Engine","google.com","www.google.com",1,753.69,"ID1601"
"7/20/2015","Fort Irwin","California","Direct",NA,NA,1,866.81,"ID4348"
"7/20/2015","Eugene","Oregon","Direct","standdesk.co","standdesk.co",1,680.9,"ID4040"
"7/20/2015","Washington","District Of Columbia","Direct","standdesk.co","standdesk.co/pages/about",1,694.22,"ID2152"
"7/20/2015","Boulder","Colorado","Search Engine","google.com","www.google.com",1,602.73,"ID1561"
"7/20/2015","New York City","New York","Search Engine","google.com","www.google.com/url",1,828.96,"ID2798"
"7/20/2015","Port Angeles","Washington","Search Engine","google.com","www.google.com",1,821.1,"ID3526"
